estado,anio,periodo,fecha,metric,indicador,fuente,valor
Durango,2014,T4,2014-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.5716408405859
Durango,2014,6 Meses,2014-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,94.7060072171513
Durango,2014,9 Meses,2014-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93.3050307790278
Durango,2014,Anual,2014-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,94.3748673317767
Durango,2015,T1,2015-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,103.268945022288
Durango,2015,T2,2015-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,109.144555296115
Durango,2015,T3,2015-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,107.514328168117
Durango,2015,T4,2015-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,107.29781362768
Durango,2015,6 Meses,2015-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,106.206750159202
Durango,2015,9 Meses,2015-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,106.644024623222
Durango,2015,Anual,2015-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,106.805349182764
Durango,2016,T1,2016-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,111.178093822968
Durango,2016,T2,2016-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,116.090002122692
Durango,2016,T3,2016-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,113.249840798132
Durango,2016,T4,2016-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,110.061558055615
Durango,2016,6 Meses,2016-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,113.636170664402
Durango,2016,9 Meses,2016-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,113.504563786882
Durango,2016,Anual,2016-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,112.646996391424
Durango,2017,T1,2017-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.9112714922522
Durango,2017,T2,2017-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.840585862874
Durango,2017,T3,2017-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98.8962003820845
Durango,2017,T4,2017-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.328804924644
Durango,2017,6 Meses,2017-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.3759286775632
Durango,2017,9 Meses,2017-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.2146041180217
Durango,2017,Anual,2017-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.7452770112503
Durango,2018,T1,2018-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.526427510083
Durango,2018,T2,2018-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.522182126937
Durango,2018,T3,2018-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.4848227552537
Durango,2018,T4,2018-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,102.466567607727
Durango,2018,6 Meses,2018-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.526427510083
Durango,2018,9 Meses,2018-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.1763956697092
Durango,2018,Anual,2018-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.0
Durango,2019,T1,2019-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.7622585438336
Durango,2019,T2,2019-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93.1097431543197
Durango,2019,T3,2019-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95.5550838463171
Durango,2019,T4,2019-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.4084058586287
Durango,2019,6 Meses,2019-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.4381235406495
Durango,2019,9 Meses,2019-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.1409467204415
Durango,2019,Anual,2019-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.2088728507748
Durango,2020,T1,2020-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,102.042029293144
Durango,2020,T2,2020-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,65.6973041817024
Durango,2020,T3,2020-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,86.1982593929102
Durango,2020,T4,2020-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,86.9454468265761
Durango,2020,6 Meses,2020-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.871789428996
Durango,2020,9 Meses,2020-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84.6444491615368
Durango,2020,Anual,2020-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,85.2218212693696
Durango,2021,T1,2021-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,104.37699002335
Durango,2021,T2,2021-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.205688813415
Durango,2021,T3,2021-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,110.617703247718
Durango,2021,T4,2021-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,114.557418807047
Durango,2021,6 Meses,2021-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,102.793462109955
Durango,2021,9 Meses,2021-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,105.400127361494
Durango,2021,Anual,2021-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,107.688388877096
Durango,2022,T1,2022-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,121.447675652728
Durango,2022,T2,2022-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,113.186160050945
Durango,2022,T3,2022-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,117.049458713649
Durango,2022,T4,2022-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,116.599448100191
Durango,2022,6 Meses,2022-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,117.316917851836
Durango,2022,9 Meses,2022-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,117.227764805774
Durango,2022,Anual,2022-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,117.070685629378
Durango,2023,T1,2023-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,121.18021651454
Durango,2023,T2,2023-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,116.111229038421
Durango,2023,T3,2023-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,123.659520271705
Durango,2023,T4,2023-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,120.704733602208
Durango,2023,6 Meses,2023-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,118.645722776481
Durango,2023,9 Meses,2023-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,120.318403735937
Durango,2023,Anual,2023-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,120.416047548291
Durango,2024,T1,2024-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,119.099978773084
Durango,2024,T2,2024-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,122.908087454893
Durango,2024,T3,2024-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,125.875610273827
Durango,2024,T4,2024-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,129.08936531522
Durango,2024,6 Meses,2024-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,121.006155805561
Durango,2024,9 Meses,2024-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,122.627892167268
Durango,2024,Anual,2024-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,124.245383145829
Durango,2025,T1P,2025-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,123.082148163872
Durango,2025,T2,2025-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Durango,2025,T3,2025-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Durango,2025,T4,2025-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Durango,2025,6 Meses,2025-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Durango,2025,9 Meses,2025-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Durango,2025,Anual,2025-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Guanajuato,2005,T1,2005-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,72.335655202438
Guanajuato,2005,T2,2005-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.2481497605573
Guanajuato,2005,T3,2005-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,74.1521549847627
Guanajuato,2005,T4,2005-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,74.6571615150196
Guanajuato,2005,6 Meses,2005-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,73.7919024814976
Guanajuato,2005,9 Meses,2005-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,73.9116238572051
Guanajuato,2005,Anual,2005-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,74.0988245537658
Guanajuato,2006,T1,2006-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.9066173269482
Guanajuato,2006,T2,2006-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.6497605572486
Guanajuato,2006,T3,2006-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,74.9553765781454
Guanajuato,2006,T4,2006-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,76.6380060949064
Guanajuato,2006,6 Meses,2006-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.7781889420984
Guanajuato,2006,9 Meses,2006-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.5039181541141
Guanajuato,2006,Anual,2006-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75.7879843273835
Guanajuato,2007,T1,2007-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79.3589464518938
Guanajuato,2007,T2,2007-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,81.1863299956465
Guanajuato,2007,T3,2007-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,86.2189812799303
Guanajuato,2007,T4,2007-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,85.4397039616892
Guanajuato,2007,6 Meses,2007-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,80.2731824118415
Guanajuato,2007,9 Meses,2007-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,82.2551153678711
Guanajuato,2007,Anual,2007-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.0507183282542
Guanajuato,2008,T1,2008-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84.2479320853287
Guanajuato,2008,T2,2008-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,81.8665650848933
Guanajuato,2008,T3,2008-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.8974749673487
Guanajuato,2008,T4,2008-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84.4764910753156
Guanajuato,2008,6 Meses,2008-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.057248585111
Guanajuato,2008,9 Meses,2008-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.3369612538093
Guanajuato,2008,Anual,2008-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.6221158032216
Guanajuato,2009,T1,2009-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,81.2026556377884
Guanajuato,2009,T2,2009-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,77.9875925119721
Guanajuato,2009,T3,2009-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,86.3332607749238
Guanajuato,2009,T4,2009-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.966913365259
Guanajuato,2009,6 Meses,2009-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79.5951240748803
Guanajuato,2009,9 Meses,2009-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,81.8415324336091
Guanajuato,2009,Anual,2009-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84.6223334784501
Guanajuato,2010,T1,2010-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,82.5326512842839
Guanajuato,2010,T2,2010-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,80.6301697866783
Guanajuato,2010,T3,2010-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,87.7405311275577
Guanajuato,2010,T4,2010-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.0742272529386
Guanajuato,2010,6 Meses,2010-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,81.5814105354811
Guanajuato,2010,9 Meses,2010-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83.6340879407923
Guanajuato,2010,Anual,2010-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,86.7446669569003
Guanajuato,2011,T1,2011-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,88.9921636917719
Guanajuato,2011,T2,2011-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89.1891597736178
Guanajuato,2011,T3,2011-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.9364388332608
Guanajuato,2011,T4,2011-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.5468001741402
Guanajuato,2011,6 Meses,2011-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89.0912059207662
Guanajuato,2011,9 Meses,2011-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90.3722246408359
Guanajuato,2011,Anual,2011-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90.9164127122334
Guanajuato,2012,T1,2012-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91.4301262516326
Guanajuato,2012,T2,2012-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93.9867218110579
Guanajuato,2012,T3,2012-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.1060078363082
Guanajuato,2012,T4,2012-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.851327818894
Guanajuato,2012,6 Meses,2012-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.7089682194166
Guanajuato,2012,9 Meses,2012-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,94.1739225076186
Guanajuato,2012,Anual,2012-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.0938180235089
Guanajuato,2013,T1,2013-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,94.9684370918589
Guanajuato,2013,T2,2013-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95.6671745755333
Guanajuato,2013,T3,2013-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.9155420113191
Guanajuato,2013,T4,2013-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93.0975185023944
Guanajuato,2013,6 Meses,2013-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95.3178058336961
Guanajuato,2013,9 Meses,2013-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95.8500217675228
Guanajuato,2013,Anual,2013-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95.1621680452764
Guanajuato,2014,T1,2014-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91.5770570309099
Guanajuato,2014,T2,2014-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.8515454941228
Guanajuato,2014,T3,2014-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89.4873748367436
Guanajuato,2014,T4,2014-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,87.8308663474097
Guanajuato,2014,6 Meses,2014-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.2148454505877
Guanajuato,2014,9 Meses,2014-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91.3049629952111
Guanajuato,2014,Anual,2014-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90.4364388332608
Guanajuato,2015,T1,2015-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.590117544623
Guanajuato,2015,T2,2015-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98.0158902916848
Guanajuato,2015,T3,2015-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98.9693077927732
Guanajuato,2015,T4,2015-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.961253809317
Guanajuato,2015,6 Meses,2015-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.8030039181541
Guanajuato,2015,9 Meses,2015-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.5254680017414
Guanajuato,2015,Anual,2015-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.133870265564
Guanajuato,2016,T1,2016-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.093818023509
Guanajuato,2016,T2,2016-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.187418371789
Guanajuato,2016,T3,2016-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.3715716151502
Guanajuato,2016,T4,2016-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.389638659121
Guanajuato,2016,6 Meses,2016-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.140618197649
Guanajuato,2016,9 Meses,2016-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.8846321288637
Guanajuato,2016,Anual,2016-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.010883761428
Guanajuato,2017,T1,2017-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.1266869830213
Guanajuato,2017,T2,2017-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89.8661297344362
Guanajuato,2017,T3,2017-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.7562037440139
Guanajuato,2017,T4,2017-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,102.984327383544
Guanajuato,2017,6 Meses,2017-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90.9969525468002
Guanajuato,2017,9 Meses,2017-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93.9159773617762
Guanajuato,2017,Anual,2017-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.1830648672181
Guanajuato,2018,T1,2018-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,103.142141924249
Guanajuato,2018,T2,2018-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.275359164127
Guanajuato,2018,T3,2018-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92.1451893774488
Guanajuato,2018,T4,2018-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,104.437309534175
Guanajuato,2018,6 Meses,2018-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.708750544188
Guanajuato,2018,9 Meses,2018-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98.5208968219417
Guanajuato,2018,Anual,2018-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.0
Guanajuato,2019,T1,2019-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98.3413147583805
Guanajuato,2019,T2,2019-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,103.67218110579
Guanajuato,2019,T3,2019-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.3813670004353
Guanajuato,2019,T4,2019-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,102.876578145407
Guanajuato,2019,6 Meses,2019-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,101.006747932085
Guanajuato,2019,9 Meses,2019-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.7986504135829
Guanajuato,2019,Anual,2019-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,100.568132346539
Guanajuato,2020,T1,2020-03-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,106.047017849369
Guanajuato,2020,T2,2020-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89.0422289943404
Guanajuato,2020,T3,2020-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,96.5106660861994
Guanajuato,2020,T4,2020-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,108.36852416195
Guanajuato,2020,6 Meses,2020-06-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.5446234218546
Guanajuato,2020,9 Meses,2020-09-30,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,97.1996081845886
Guanajuato,2020,Anual,2020-12-31,Índice de volumen físico base 2018=100,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,99.9923813670004
